Name,Key,Value
fTDfs,fTDfs,8447f9f3-1027-11d0-a05f-00aa006c33ed
garbageCollPeriod,garbageCollPeriod,5fd424a1-1262-11d0-a060-00aa006c33ed
gecos,gecos,a3e03f1f-1d55-4253-a0af-30c2a784e46e
generatedConnection,generatedConnection,bf96797a-0de6-11d0-a285-00aa003049e2
generationQualifier,generationQualifier,16775804-47f3-11d1-a9c3-0000f80367c1
gidNumber,gidNumber,c5b95f0c-ec9e-41c4-849c-b46597ed6696
givenName,givenName,f0f8ff8e-1191-11d0-a060-00aa006c33ed
globalAddressList,globalAddressList,f754c748-06f4-11d2-aa53-00c04fd7d83a
globalAddressList2,globalAddressList2,4898f63d-4112-477c-8826-3ca00bd8277d
governsID,governsID,bf96797d-0de6-11d0-a285-00aa003049e2
gPCFileSysPath,gPCFileSysPath,f30e3bc1-9ff0-11d1-b603-0000f80367c1
gPCFunctionalityVersion,gPCFunctionalityVersion,f30e3bc0-9ff0-11d1-b603-0000f80367c1
gPCMachineExtensionNames,gPCMachineExtensionNames,32ff8ecc-783f-11d2-9916-0000f87a57d4
gPCUserExtensionNames,gPCUserExtensionNames,42a75fc6-783f-11d2-9916-0000f87a57d4
gPCWQLFilter,gPCWQLFilter,7bd4c7a6-1add-4436-8c04-3999a880154c
gPLink,gPLink,f30e3bbe-9ff0-11d1-b603-0000f80367c1
gPOptions,gPOptions,f30e3bbf-9ff0-11d1-b603-0000f80367c1
group,group,bf967a9c-0de6-11d0-a285-00aa003049e2
groupAttributes,groupAttributes,bf96797e-0de6-11d0-a285-00aa003049e2
groupMembershipSAM,groupMembershipSAM,bf967980-0de6-11d0-a285-00aa003049e2
groupOfNames,groupOfNames,bf967a9d-0de6-11d0-a285-00aa003049e2
groupOfUniqueNames,groupOfUniqueNames,0310a911-93a3-4e21-a7a3-55d85ab2c48b
groupPolicyContainer,groupPolicyContainer,f30e3bc2-9ff0-11d1-b603-0000f80367c1
groupPriority,groupPriority,eea65905-8ac6-11d0-afda-00c04fd930c9
groupsToIgnore,groupsToIgnore,eea65904-8ac6-11d0-afda-00c04fd930c9
groupType,groupType,9a9a021e-4a5b-11d1-a9c3-0000f80367c1
hasMasterNCs,hasMasterNCs,bf967982-0de6-11d0-a285-00aa003049e2
hasPartialReplicaNCs,hasPartialReplicaNCs,bf967981-0de6-11d0-a285-00aa003049e2
helpData16,helpData16,5fd424a7-1262-11d0-a060-00aa006c33ed
helpData32,helpData32,5fd424a8-1262-11d0-a060-00aa006c33ed
helpFileName,helpFileName,5fd424a9-1262-11d0-a060-00aa006c33ed
hideFromAB,hideFromAB,ec05b750-a977-4efe-8e8d-ba6c1a6e33a8
homeDirectory,homeDirectory,bf967985-0de6-11d0-a285-00aa003049e2
homeDrive,homeDrive,bf967986-0de6-11d0-a285-00aa003049e2
homePhone,homePhone,f0f8ffa1-1191-11d0-a060-00aa006c33ed
homePostalAddress,homePostalAddress,16775781-47f3-11d1-a9c3-0000f80367c1
host,host,6043df71-fa48-46cf-ab7c-cbd54644b22d
houseIdentifier,houseIdentifier,a45398b7-c44a-4eb6-82d3-13c10946dbfe
iconPath,iconPath,f0f8ff83-1191-11d0-a060-00aa006c33ed
ieee802Device,ieee802Device,a699e529-a637-4b7d-a0fb-5dc466a0b8a7
implementedCategories,implementedCategories,7d6c0e92-7e20-11d0-afd6-00c04fd930c9
indexedScopes,indexedScopes,7bfdcb87-4807-11d1-a9c3-0000f80367c1
indexServerCatalog,indexServerCatalog,7bfdcb8a-4807-11d1-a9c3-0000f80367c1
inetOrgPerson,inetOrgPerson,4828cc14-1437-45bc-9b07-ad6f015e5f28
info,info,bf96793e-0de6-11d0-a285-00aa003049e2
infrastructureUpdate,infrastructureUpdate,2df90d89-009f-11d2-aa4c-00c04fd7d83a
initialAuthIncoming,initialAuthIncoming,52458023-ca6a-11d0-afff-0000f80367c1
initialAuthOutgoing,initialAuthOutgoing,52458024-ca6a-11d0-afff-0000f80367c1
initials,initials,f0f8ff90-1191-11d0-a060-00aa006c33ed
installUiLevel,installUiLevel,96a7dd64-9118-11d1-aebc-0000f80367c1
instanceType,instanceType,bf96798c-0de6-11d0-a285-00aa003049e2
intellimirrorGroup,intellimirrorGroup,07383086-91df-11d1-aebc-0000f80367c1
intellimirrorSCP,intellimirrorSCP,07383085-91df-11d1-aebc-0000f80367c1
internationalISDNNumber,internationalISDNNumber,bf96798d-0de6-11d0-a285-00aa003049e2
interSiteTopologyFailover,interSiteTopologyFailover,b7c69e60-2cc7-11d2-854e-00a0c983f608
interSiteTopologyGenerator,interSiteTopologyGenerator,b7c69e5e-2cc7-11d2-854e-00a0c983f608
interSiteTopologyRenew,interSiteTopologyRenew,b7c69e5f-2cc7-11d2-854e-00a0c983f608
interSiteTransport,interSiteTransport,26d97376-6070-11d1-a9c6-0000f80367c1
interSiteTransportContainer,interSiteTransportContainer,26d97375-6070-11d1-a9c6-0000f80367c1
invocationId,invocationId,bf96798e-0de6-11d0-a285-00aa003049e2
ipHost,ipHost,ab911646-8827-4f95-8780-5a8f008eb68f
ipHostNumber,ipHostNumber,de8bb721-85dc-4fde-b687-9657688e667e
ipNetmaskNumber,ipNetmaskNumber,6ff64fcd-462e-4f62-b44a-9a5347659eb9
ipNetwork,ipNetwork,d95836c3-143e-43fb-992a-b057f1ecadf9
ipNetworkNumber,ipNetworkNumber,4e3854f4-3087-42a4-a813-bb0c528958d3
ipPhone,ipPhone,4d146e4a-48d4-11d1-a9c3-0000f80367c1
ipProtocol,ipProtocol,9c2dcbd2-fbf0-4dc7-ace0-8356dcd0f013
ipProtocolNumber,ipProtocolNumber,ebf5c6eb-0e2d-4415-9670-1081993b4211
ipsecBase,ipsecBase,b40ff825-427a-11d1-a9c2-0000f80367c1
ipsecData,ipsecData,b40ff81f-427a-11d1-a9c2-0000f80367c1
ipsecDataType,ipsecDataType,b40ff81e-427a-11d1-a9c2-0000f80367c1
ipsecFilter,ipsecFilter,b40ff826-427a-11d1-a9c2-0000f80367c1
ipsecFilterReference,ipsecFilterReference,b40ff823-427a-11d1-a9c2-0000f80367c1
ipsecID,ipsecID,b40ff81d-427a-11d1-a9c2-0000f80367c1
ipsecISAKMPPolicy,ipsecISAKMPPolicy,b40ff828-427a-11d1-a9c2-0000f80367c1
ipsecISAKMPReference,ipsecISAKMPReference,b40ff820-427a-11d1-a9c2-0000f80367c1
ipsecName,ipsecName,b40ff81c-427a-11d1-a9c2-0000f80367c1
ipsecNegotiationPolicy,ipsecNegotiationPolicy,b40ff827-427a-11d1-a9c2-0000f80367c1
iPSECNegotiationPolicyAction,iPSECNegotiationPolicyAction,07383075-91df-11d1-aebc-0000f80367c1
ipsecNegotiationPolicyReference,ipsecNegotiationPolicyReference,b40ff822-427a-11d1-a9c2-0000f80367c1
iPSECNegotiationPolicyType,iPSECNegotiationPolicyType,07383074-91df-11d1-aebc-0000f80367c1
ipsecNFA,ipsecNFA,b40ff829-427a-11d1-a9c2-0000f80367c1
ipsecNFAReference,ipsecNFAReference,b40ff821-427a-11d1-a9c2-0000f80367c1
ipsecOwnersReference,ipsecOwnersReference,b40ff824-427a-11d1-a9c2-0000f80367c1
ipsecPolicy,ipsecPolicy,b7b13121-b82e-11d0-afee-0000f80367c1
ipsecPolicyReference,ipsecPolicyReference,b7b13118-b82e-11d0-afee-0000f80367c1
ipService,ipService,2517fadf-fa97-48ad-9de6-79ac5721f864
ipServicePort,ipServicePort,ff2daebf-f463-495a-8405-3e483641eaa2
ipServiceProtocol,ipServiceProtocol,cd96ec0b-1ed6-43b4-b26b-f170b645883f
isCriticalSystemObject,isCriticalSystemObject,00fbf30d-91fe-11d1-aebc-0000f80367c1
isDefunct,isDefunct,28630ebe-41d5-11d1-a9c1-0000f80367c1
isDeleted,isDeleted,bf96798f-0de6-11d0-a285-00aa003049e2
isEphemeral,isEphemeral,f4c453f0-c5f1-11d1-bbcb-0080c76670c0
isMemberOfPartialAttributeSet,isMemberOfPartialAttributeSet,19405b9d-3cfa-11d1-a9c0-0000f80367c1
isPrivilegeHolder,isPrivilegeHolder,19405b9c-3cfa-11d1-a9c0-0000f80367c1
isRecycled,isRecycled,8fb59256-55f1-444b-aacb-f5b482fe3459
isSingleValued,isSingleValued,bf967992-0de6-11d0-a285-00aa003049e2
jpegPhoto,jpegPhoto,bac80572-09c4-4fa9-9ae6-7628d7adbe0e
keywords,keywords,bf967993-0de6-11d0-a285-00aa003049e2
knowledgeInformation,knowledgeInformation,1677581f-47f3-11d1-a9c3-0000f80367c1
l,l,bf9679a2-0de6-11d0-a285-00aa003049e2
labeledURI,labeledURI,c569bb46-c680-44bc-a273-e6c227d71b45
lastBackupRestorationTime,lastBackupRestorationTime,1fbb0be8-ba63-11d0-afef-0000f80367c1
lastContentIndexed,lastContentIndexed,bf967995-0de6-11d0-a285-00aa003049e2
lastKnownParent,lastKnownParent,52ab8670-5709-11d1-a9c6-0000f80367c1
lastLogoff,lastLogoff,bf967996-0de6-11d0-a285-00aa003049e2
lastLogon,lastLogon,bf967997-0de6-11d0-a285-00aa003049e2
lastLogonTimestamp,lastLogonTimestamp,c0e20a04-0e5a-4ff3-9482-5efeaecd7060
lastSetTime,lastSetTime,bf967998-0de6-11d0-a285-00aa003049e2
lastUpdateSequence,lastUpdateSequence,7d6c0e9c-7e20-11d0-afd6-00c04fd930c9
lDAPAdminLimits,lDAPAdminLimits,7359a352-90f7-11d1-aebc-0000f80367c1
lDAPDisplayName,lDAPDisplayName,bf96799a-0de6-11d0-a285-00aa003049e2
lDAPIPDenyList,lDAPIPDenyList,7359a353-90f7-11d1-aebc-0000f80367c1
leaf,leaf,bf967a9e-0de6-11d0-a285-00aa003049e2
legacyExchangeDN,legacyExchangeDN,28630ebc-41d5-11d1-a9c1-0000f80367c1
licensingSiteSettings,licensingSiteSettings,1be8f17d-a9ff-11d0-afe2-00c04fd930c9
linkID,linkID,bf96799b-0de6-11d0-a285-00aa003049e2
linkTrackObjectMoveTable,linkTrackObjectMoveTable,ddac0cf5-af8f-11d0-afeb-00c04fd930c9
linkTrackOMTEntry,linkTrackOMTEntry,ddac0cf7-af8f-11d0-afeb-00c04fd930c9
linkTrackSecret,linkTrackSecret,2ae80fe2-47b4-11d0-a1a4-00c04fd930c9
linkTrackVolEntry,linkTrackVolEntry,ddac0cf6-af8f-11d0-afeb-00c04fd930c9
linkTrackVolumeTable,linkTrackVolumeTable,ddac0cf4-af8f-11d0-afeb-00c04fd930c9
lmPwdHistory,lmPwdHistory,bf96799d-0de6-11d0-a285-00aa003049e2
localeID,localeID,bf9679a1-0de6-11d0-a285-00aa003049e2
locality,locality,bf967aa0-0de6-11d0-a285-00aa003049e2
localizationDisplayId,localizationDisplayId,a746f0d1-78d0-11d2-9916-0000f87a57d4
localizedDescription,localizedDescription,d9e18316-8939-11d1-aebc-0000f80367c1
localPolicyFlags,localPolicyFlags,bf96799e-0de6-11d0-a285-00aa003049e2
localPolicyReference,localPolicyReference,80a67e4d-9f22-11d0-afdd-00c04fd930c9
location,location,09dcb79f-165f-11d0-a064-00aa006c33ed
lockoutDuration,lockoutDuration,bf9679a5-0de6-11d0-a285-00aa003049e2
lockOutObservationWindow,lockOutObservationWindow,bf9679a4-0de6-11d0-a285-00aa003049e2
lockoutThreshold,lockoutThreshold,bf9679a6-0de6-11d0-a285-00aa003049e2
lockoutTime,lockoutTime,28630ebf-41d5-11d1-a9c1-0000f80367c1
loginShell,loginShell,a553d12c-3231-4c5e-8adf-8d189697721e
logonCount,logonCount,bf9679aa-0de6-11d0-a285-00aa003049e2
logonHours,logonHours,bf9679ab-0de6-11d0-a285-00aa003049e2
logonWorkstation,logonWorkstation,bf9679ac-0de6-11d0-a285-00aa003049e2
lostAndFound,lostAndFound,52ab8671-5709-11d1-a9c6-0000f80367c1
lSACreationTime,lSACreationTime,bf9679ad-0de6-11d0-a285-00aa003049e2
lSAModifiedCount,lSAModifiedCount,bf9679ae-0de6-11d0-a285-00aa003049e2
macAddress,macAddress,e6a522dd-9770-43e1-89de-1de5044328f7
machineArchitecture,machineArchitecture,bf9679af-0de6-11d0-a285-00aa003049e2
machinePasswordChangeInterval,machinePasswordChangeInterval,c9b6358e-bb38-11d0-afef-0000f80367c1
machineRole,machineRole,bf9679b2-0de6-11d0-a285-00aa003049e2
machineWidePolicy,machineWidePolicy,80a67e4f-9f22-11d0-afdd-00c04fd930c9
mail,mail,bf967961-0de6-11d0-a285-00aa003049e2
mailAddress,mailAddress,26d9736f-6070-11d1-a9c6-0000f80367c1
mailRecipient,mailRecipient,bf967aa1-0de6-11d0-a285-00aa003049e2
managedBy,managedBy,0296c120-40da-11d1-a9c0-0000f80367c1
managedObjects,managedObjects,0296c124-40da-11d1-a9c0-0000f80367c1
manager,manager,bf9679b5-0de6-11d0-a285-00aa003049e2
mAPIID,mAPIID,bf9679b7-0de6-11d0-a285-00aa003049e2
marshalledInterface,marshalledInterface,bf9679b9-0de6-11d0-a285-00aa003049e2
masteredBy,masteredBy,e48e64e0-12c9-11d3-9102-00c04fd91ab1
maxPwdAge,maxPwdAge,bf9679bb-0de6-11d0-a285-00aa003049e2
maxRenewAge,maxRenewAge,bf9679bc-0de6-11d0-a285-00aa003049e2
maxStorage,maxStorage,bf9679bd-0de6-11d0-a285-00aa003049e2
maxTicketAge,maxTicketAge,bf9679be-0de6-11d0-a285-00aa003049e2
mayContain,mayContain,bf9679bf-0de6-11d0-a285-00aa003049e2
meeting,meeting,11b6cc94-48c4-11d1-a9c3-0000f80367c1
meetingAdvertiseScope,meetingAdvertiseScope,11b6cc8b-48c4-11d1-a9c3-0000f80367c1
meetingApplication,meetingApplication,11b6cc83-48c4-11d1-a9c3-0000f80367c1
meetingBandwidth,meetingBandwidth,11b6cc92-48c4-11d1-a9c3-0000f80367c1
meetingBlob,meetingBlob,11b6cc93-48c4-11d1-a9c3-0000f80367c1
meetingContactInfo,meetingContactInfo,11b6cc87-48c4-11d1-a9c3-0000f80367c1
meetingDescription,meetingDescription,11b6cc7e-48c4-11d1-a9c3-0000f80367c1
meetingEndTime,meetingEndTime,11b6cc91-48c4-11d1-a9c3-0000f80367c1
meetingID,meetingID,11b6cc7c-48c4-11d1-a9c3-0000f80367c1
meetingIP,meetingIP,11b6cc89-48c4-11d1-a9c3-0000f80367c1
meetingIsEncrypted,meetingIsEncrypted,11b6cc8e-48c4-11d1-a9c3-0000f80367c1
meetingKeyword,meetingKeyword,11b6cc7f-48c4-11d1-a9c3-0000f80367c1
meetingLanguage,meetingLanguage,11b6cc84-48c4-11d1-a9c3-0000f80367c1
meetingLocation,meetingLocation,11b6cc80-48c4-11d1-a9c3-0000f80367c1
meetingMaxParticipants,meetingMaxParticipants,11b6cc85-48c4-11d1-a9c3-0000f80367c1
meetingName,meetingName,11b6cc7d-48c4-11d1-a9c3-0000f80367c1
meetingOriginator,meetingOriginator,11b6cc86-48c4-11d1-a9c3-0000f80367c1
meetingOwner,meetingOwner,11b6cc88-48c4-11d1-a9c3-0000f80367c1
meetingProtocol,meetingProtocol,11b6cc81-48c4-11d1-a9c3-0000f80367c1
meetingRating,meetingRating,11b6cc8d-48c4-11d1-a9c3-0000f80367c1
meetingRecurrence,meetingRecurrence,11b6cc8f-48c4-11d1-a9c3-0000f80367c1
meetingScope,meetingScope,11b6cc8a-48c4-11d1-a9c3-0000f80367c1
meetingStartTime,meetingStartTime,11b6cc90-48c4-11d1-a9c3-0000f80367c1
meetingType,meetingType,11b6cc82-48c4-11d1-a9c3-0000f80367c1
meetingURL,meetingURL,11b6cc8c-48c4-11d1-a9c3-0000f80367c1
member,member,bf9679c0-0de6-11d0-a285-00aa003049e2
memberNisNetgroup,memberNisNetgroup,0f6a17dc-53e5-4be8-9442-8f3ce2f9012a
memberOf,memberOf,bf967991-0de6-11d0-a285-00aa003049e2
memberUid,memberUid,03dab236-672e-4f61-ab64-f77d2dc2ffab
mhsORAddress,mhsORAddress,0296c122-40da-11d1-a9c0-0000f80367c1
middleName,middleName,bf9679f2-0de6-11d0-a285-00aa003049e2
minPwdAge,minPwdAge,bf9679c2-0de6-11d0-a285-00aa003049e2
minPwdLength,minPwdLength,bf9679c3-0de6-11d0-a285-00aa003049e2
minTicketAge,minTicketAge,bf9679c4-0de6-11d0-a285-00aa003049e2
mobile,mobile,f0f8ffa3-1191-11d0-a060-00aa006c33ed
modifiedCount,modifiedCount,bf9679c5-0de6-11d0-a285-00aa003049e2
modifiedCountAtLastProm,modifiedCountAtLastProm,bf9679c6-0de6-11d0-a285-00aa003049e2
modifyTimeStamp,modifyTimeStamp,9a7ad94a-ca53-11d1-bbd0-0080c76670c0
moniker,moniker,bf9679c7-0de6-11d0-a285-00aa003049e2
monikerDisplayName,monikerDisplayName,bf9679c8-0de6-11d0-a285-00aa003049e2
moveTreeState,moveTreeState,1f2ac2c8-3b71-11d2-90cc-00c04fd91ab1
msAuthz-CentralAccessPolicies,msAuthz-CentralAccessPolicies,555c21c3-a136-455a-9397-796bbd358e25
msAuthz-CentralAccessPolicy,msAuthz-CentralAccessPolicy,a5679cb0-6f9d-432c-8b75-1e3e834f02aa
msAuthz-CentralAccessPolicyID,msAuthz-CentralAccessPolicyID,62f29b60-be74-4630-9456-2f6691993a86
msAuthz-CentralAccessRule,msAuthz-CentralAccessRule,5b4a06dc-251c-4edb-8813-0bdd71327226
msAuthz-CentralAccessRules,msAuthz-CentralAccessRules,99bb1b7a-606d-4f8b-800e-e15be554ca8d
msAuthz-EffectiveSecurityPolicy,msAuthz-EffectiveSecurityPolicy,07831919-8f94-4fb6-8a42-91545dccdad3
msAuthz-LastEffectiveSecurityPolicy,msAuthz-LastEffectiveSecurityPolicy,8e1685c6-3e2f-48a2-a58d-5af0ea789fa0
msAuthz-MemberRulesInCentralAccessPolicy,msAuthz-MemberRulesInCentralAccessPolicy,57f22f7a-377e-42c3-9872-cec6f21d2e3e
msAuthz-MemberRulesInCentralAccessPolicyBL,msAuthz-MemberRulesInCentralAccessPolicyBL,516e67cf-fedd-4494-bb3a-bc506a948891
msAuthz-ProposedSecurityPolicy,msAuthz-ProposedSecurityPolicy,b946bece-09b5-4b6a-b25a-4b63a330e80e
msAuthz-ResourceCondition,msAuthz-ResourceCondition,80997877-f874-4c68-864d-6e508a83bdbd
msCOM-DefaultPartitionLink,msCOM-DefaultPartitionLink,998b10f7-aa1a-4364-b867-753d197fe670
msCOM-ObjectId,msCOM-ObjectId,430f678b-889f-41f2-9843-203b5a65572f
msCOM-Partition,msCOM-Partition,c9010e74-4e58-49f7-8a89-5e3e2340fcf8
msCOM-PartitionLink,msCOM-PartitionLink,09abac62-043f-4702-ac2b-6ca15eee5754
msCOM-PartitionSet,msCOM-PartitionSet,250464ab-c417-497a-975a-9e0d459a7ca1
msCOM-PartitionSetLink,msCOM-PartitionSetLink,67f121dc-7d02-4c7d-82f5-9ad4c950ac34
msCOM-UserLink,msCOM-UserLink,9e6f3a4d-242c-4f37-b068-36b57f9fc852
msCOM-UserPartitionSetLink,msCOM-UserPartitionSetLink,8e940c8a-e477-4367-b08d-ff2ff942dcd7
mscopeId,mscopeId,963d2751-48be-11d1-a9c3-0000f80367c1
msDFS-Commentv2,msDFS-Commentv2,b786cec9-61fd-4523-b2c1-5ceb3860bb32
msDFS-DeletedLinkv2,msDFS-DeletedLinkv2,25173408-04ca-40e8-865e-3f9ce9bf1bd3
msDFS-GenerationGUIDv2,msDFS-GenerationGUIDv2,35b8b3d9-c58f-43d6-930e-5040f2f1a781
msDFS-LastModifiedv2,msDFS-LastModifiedv2,3c095e8a-314e-465b-83f5-ab8277bcf29b
msDFS-LinkIdentityGUIDv2,msDFS-LinkIdentityGUIDv2,edb027f3-5726-4dee-8d4e-dbf07e1ad1f1
msDFS-LinkPathv2,msDFS-LinkPathv2,86b021f6-10ab-40a2-a252-1dc0cc3be6a9
msDFS-LinkSecurityDescriptorv2,msDFS-LinkSecurityDescriptorv2,57cf87f7-3426-4841-b322-02b3b6e9eba8
msDFS-Linkv2,msDFS-Linkv2,7769fb7a-1159-4e96-9ccd-68bc487073eb
msDFS-NamespaceAnchor,msDFS-NamespaceAnchor,da73a085-6e64-4d61-b064-015d04164795
msDFS-NamespaceIdentityGUIDv2,msDFS-NamespaceIdentityGUIDv2,200432ce-ec5f-4931-a525-d7f4afe34e68
msDFS-Namespacev2,msDFS-Namespacev2,21cb8628-f3c3-4bbf-bff6-060b2d8f299a
msDFS-Propertiesv2,msDFS-Propertiesv2,0c3e5bc5-eb0e-40f5-9b53-334e958dffdb
msDFSR-CachePolicy,msDFSR-CachePolicy,db7a08e7-fc76-4569-a45f-f5ecb66a88b5
msDFSR-CommonStagingPath,msDFSR-CommonStagingPath,936eac41-d257-4bb9-bd55-f310a3cf09ad
msDFSR-CommonStagingSizeInMb,msDFSR-CommonStagingSizeInMb,135eb00e-4846-458b-8ea2-a37559afd405
msDFSR-ComputerReference,msDFSR-ComputerReference,6c7b5785-3d21-41bf-8a8a-627941544d5a
msDFSR-ComputerReferenceBL,msDFSR-ComputerReferenceBL,5eb526d7-d71b-44ae-8cc6-95460052e6ac
msDFSR-ConflictPath,msDFSR-ConflictPath,5cf0bcc8-60f7-4bff-bda6-aea0344eb151
msDFSR-ConflictSizeInMb,msDFSR-ConflictSizeInMb,9ad33fc9-aacf-4299-bb3e-d1fc6ea88e49
msDFSR-Connection,msDFSR-Connection,e58f972e-64b5-46ef-8d8b-bbc3e1897eab
msDFSR-Content,msDFSR-Content,64759b35-d3a1-42e4-b5f1-a3de162109b3
msDFSR-ContentSet,msDFSR-ContentSet,4937f40d-a6dc-4d48-97ca-06e5fbfd3f16
msDFSR-ContentSetGuid,msDFSR-ContentSetGuid,1035a8e1-67a8-4c21-b7bb-031cdf99d7a0
msDFSR-DefaultCompressionExclusionFilter,msDFSR-DefaultCompressionExclusionFilter,87811bd5-cd8b-45cb-9f5d-980f3a9e0c97
msDFSR-DeletedPath,msDFSR-DeletedPath,817cf0b8-db95-4914-b833-5a079ef65764
msDFSR-DeletedSizeInMb,msDFSR-DeletedSizeInMb,53ed9ad1-9975-41f4-83f5-0c061a12553a
msDFSR-DfsLinkTarget,msDFSR-DfsLinkTarget,f7b85ba9-3bf9-428f-aab4-2eee6d56f063
msDFSR-DfsPath,msDFSR-DfsPath,2cc903e2-398c-443b-ac86-ff6b01eac7ba
msDFSR-DirectoryFilter,msDFSR-DirectoryFilter,93c7b477-1f2e-4b40-b7bf-007e8d038ccf
msDFSR-DisablePacketPrivacy,msDFSR-DisablePacketPrivacy,6a84ede5-741e-43fd-9dd6-aa0f61578621
msDFSR-Enabled,msDFSR-Enabled,03726ae7-8e7d-4446-8aae-a91657c00993
msDFSR-Extension,msDFSR-Extension,78f011ec-a766-4b19-adcf-7b81ed781a4d
msDFSR-FileFilter,msDFSR-FileFilter,d68270ac-a5dc-4841-a6ac-cd68be38c181
msDFSR-Flags,msDFSR-Flags,fe515695-3f61-45c8-9bfa-19c148c57b09
msDFSR-GlobalSettings,msDFSR-GlobalSettings,7b35dbad-b3ec-486a-aad4-2fec9d6ea6f6
msDFSR-Keywords,msDFSR-Keywords,048b4692-6227-4b67-a074-c4437083e14b
msDFSR-LocalSettings,msDFSR-LocalSettings,fa85c591-197f-477e-83bd-ea5a43df2239
msDFSR-MaxAgeInCacheInMin,msDFSR-MaxAgeInCacheInMin,2ab0e48d-ac4e-4afc-83e5-a34240db6198
msDFSR-Member,msDFSR-Member,4229c897-c211-437c-a5ae-dbf705b696e5
msDFSR-MemberReference,msDFSR-MemberReference,261337aa-f1c3-44b2-bbea-c88d49e6f0c7
msDFSR-MemberReferenceBL,msDFSR-MemberReferenceBL,adde62c6-1880-41ed-bd3c-30b7d25e14f0
msDFSR-MinDurationCacheInMin,msDFSR-MinDurationCacheInMin,4c5d607a-ce49-444a-9862-82a95f5d1fcc
msDFSR-OnDemandExclusionDirectoryFilter,msDFSR-OnDemandExclusionDirectoryFilter,7d523aff-9012-49b2-9925-f922a0018656
msDFSR-OnDemandExclusionFileFilter,msDFSR-OnDemandExclusionFileFilter,a68359dc-a581-4ee6-9015-5382c60f0fb4
msDFSR-Options,msDFSR-Options,d6d67084-c720-417d-8647-b696237a114c
msDFSR-Options2,msDFSR-Options2,11e24318-4ca6-4f49-9afe-e5eb1afa3473
msDFSR-Priority,msDFSR-Priority,eb20e7d6-32ad-42de-b141-16ad2631b01b
msDFSR-RdcEnabled,msDFSR-RdcEnabled,e3b44e05-f4a7-4078-a730-f48670a743f8
msDFSR-RdcMinFileSizeInKb,msDFSR-RdcMinFileSizeInKb,f402a330-ace5-4dc1-8cc9-74d900bf8ae0
msDFSR-ReadOnly,msDFSR-ReadOnly,5ac48021-e447-46e7-9d23-92c0c6a90dfb
msDFSR-ReplicationGroup,msDFSR-ReplicationGroup,1c332fe0-0c2a-4f32-afca-23c5e45a9e77
msDFSR-ReplicationGroupGuid,msDFSR-ReplicationGroupGuid,2dad8796-7619-4ff8-966e-0a5cc67b287f
msDFSR-ReplicationGroupType,msDFSR-ReplicationGroupType,eeed0fc8-1001-45ed-80cc-bbf744930720
msDFSR-RootFence,msDFSR-RootFence,51928e94-2cd8-4abe-b552-e50412444370
msDFSR-RootPath,msDFSR-RootPath,d7d5e8c1-e61f-464f-9fcf-20bbe0a2ec54
msDFSR-RootSizeInMb,msDFSR-RootSizeInMb,90b769ac-4413-43cf-ad7a-867142e740a3
msDFSR-Schedule,msDFSR-Schedule,4699f15f-a71f-48e2-9ff5-5897c0759205
msDFSR-StagingCleanupTriggerInPercent,msDFSR-StagingCleanupTriggerInPercent,d64b9c23-e1fa-467b-b317-6964d744d633
msDFSR-StagingPath,msDFSR-StagingPath,86b9a69e-f0a6-405d-99bb-77d977992c2a
msDFSR-StagingSizeInMb,msDFSR-StagingSizeInMb,250a8f20-f6fc-4559-ae65-e4b24c67aebe
msDFSR-Subscriber,msDFSR-Subscriber,e11505d7-92c4-43e7-bf5c-295832ffc896
msDFSR-Subscription,msDFSR-Subscription,67212414-7bcc-4609-87e0-088dad8abdee
msDFSR-TombstoneExpiryInMin,msDFSR-TombstoneExpiryInMin,23e35d4c-e324-4861-a22f-e199140dae00
msDFSR-Topology,msDFSR-Topology,04828aa9-6e42-4e80-b962-e2fe00754d17
msDFSR-Version,msDFSR-Version,1a861408-38c3-49ea-ba75-85481a77c655
msDFS-SchemaMajorVersion,msDFS-SchemaMajorVersion,ec6d7855-704a-4f61-9aa6-c49a7c1d54c7
msDFS-SchemaMinorVersion,msDFS-SchemaMinorVersion,fef9a725-e8f1-43ab-bd86-6a0115ce9e38
msDFS-ShortNameLinkPathv2,msDFS-ShortNameLinkPathv2,2d7826f0-4cf7-42e9-a039-1110e0d9ca99
msDFS-TargetListv2,msDFS-TargetListv2,6ab126c6-fa41-4b36-809e-7ca91610d48f
msDFS-Ttlv2,msDFS-Ttlv2,ea944d31-864a-4349-ada5-062e2c614f5e
msDNS-DNSKEYRecords,msDNS-DNSKEYRecords,28c458f5-602d-4ac9-a77c-b3f1be503a7e
msDNS-DNSKEYRecordSetTTL,msDNS-DNSKEYRecordSetTTL,8f4e317f-28d7-442c-a6df-1f491f97b326
msDNS-DSRecordAlgorithms,msDNS-DSRecordAlgorithms,5c5b7ad2-20fa-44bb-beb3-34b9c0f65579
msDNS-DSRecordSetTTL,msDNS-DSRecordSetTTL,29869b7c-64c4-42fe-97d5-fbc2fa124160
msDNS-IsSigned,msDNS-IsSigned,aa12854c-d8fc-4d5e-91ca-368b8d829bee
msDNS-KeymasterZones,msDNS-KeymasterZones,0be0dd3b-041a-418c-ace9-2f17d23e9d42
msDNS-MaintainTrustAnchor,msDNS-MaintainTrustAnchor,0dc063c1-52d9-4456-9e15-9c2434aafd94
